일자 ,재난유형,대상지역,송출내용,전송시간
2020-09-08,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-08 10:17
2020-09-08,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-08 10:17
2020-09-08,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-08 14:29
2020-09-08,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-08 14:29
2020-09-08,감염병 발생,금정구,"[금정구청]금정구확진자(부산-337)코로나19확진자1명발생, 동선은 역학조사후 공개예정이며,마스크착용 등 철저한 생활방역수칙 준수바랍니다.",2020-09-08 18:56
2020-09-09,기타재난,기장군,"[기장군청]태풍으로인한 주택,농경지등 사유재산 피해신고는 해당 읍·면사무소로 마이삭은 9.12.(토) 18시까지, 하이선은 9.16.(수)18시까지 신고바랍니다.",2020-09-09 9:01
2020-09-09,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-09 10:59
2020-09-09,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-09 11:00
2020-09-09,기타재난,기장군,"[기장군청]태풍으로인한 주택,농경지등 사유재산 피해신고는 해당 읍·면사무소로 마이삭은 9.12.(토) 18시까지, 하이선은 9.16.(수)18시까지 신고바랍니다.",2020-09-09 13:10
2020-09-09,기타재난,기장군,"[기장군청]태풍으로인한 주택,농경지등 사유재산 피해신고는 해당 읍·면사무소로 마이삭은 9.12.(토) 18시까지, 하이선은 9.16.(수)18시까지 신고바랍니다.",2020-09-09 16:53
2020-09-09,기상특보 태풍 경보 발표,해운대구,"[해운대구청]태풍피해 복구를 위해 ""해운대구민 스스로 청소의날""을운영합니다. 9.10.(목) 15시 관내 어디서든 청결활동에 동참해주시기 바랍니다.749-4332",2020-09-09 17:41
2020-09-10,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-10 10:16
2020-09-10,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-10 10:17
2020-09-10,감염병 발생,기장군,"[기장군 마스크 배부알림]자연마을과 빌라주민은 마을회관에서 이장님을 통해 마스크를 수령하시고, 아파트 주민들께서는 관리사무소 안내절차에 따라 동별로 수령바랍니다.",2020-09-10 13:25
2020-09-10,감염병 발생,기장군,"[기장군 마스크 배부알림] 마스크 수령시 마스크착용, 2m거리두기 등 3단계에 준하는 기장군 사회적 거리두기 4원칙을 준수하시기 바랍니다.",2020-09-10 13:25
2020-09-10,기타재난,기장군,"[기장군]마스크1인당10매, 손소독제 세대당1개 배부. 자연마을,빌라주민은 마을회관에서 이장님을통해 수령. 아파트 주민은 관리사무소 안내절차에 따라 동별로 수령.",2020-09-10 18:51
2020-09-10,기타재난,기장군,"[기장군]마스크 수령시 마스크착용, 2m거리두기 등 3단계에 준하는 기장군 사회적 거리두기 4원칙을 준수하시기 바랍니다.",2020-09-10 18:51
2020-09-10,감염병 발생,북구,"[북구청] 코로나19 확진자(부산-339) 추가 1명 발생동선은 역학조사 후 공개예정이며,외출자제, 마스크 착용, 손씻기 등 생활방역수칙 준수 바랍니다.",2020-09-10 19:21
2020-09-11,기타재난,기장군,"[기장군]마스크1인당10매, 손소독제 세대당1개 배부. 자연마을,빌라주민은 마을회관에서 이장님을통해 수령. 아파트 주민은 관리사무소 안내절차에 따라 동별로 수령.",2020-09-11 10:01
2020-09-11,기타재난,기장군,"[기장군]마스크 수령시 마스크착용, 2m거리두기 등 3단계에 준하는 기장군 사회적 거리두기 4원칙을 준수하시기 바랍니다.",2020-09-11 10:01
2020-09-11,기타재난,기장군,"[기장군]자세한 내용은 해당 읍면사무소로 문의. 기장읍709-5113, 장안읍709-5173, 정관읍709-5243, 일광면709-5213, 철마면709-5273",2020-09-11 10:01
2020-09-11,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]감골한정식전문점(연제구월드컵대로111번길6-16)9/3 11:42~12:01, 9/4 11:15~47분, 9/7 11:33~43분방문자보건소상담바랍니다.",2020-09-11 14:13
2020-09-11,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청] 뉴그랜드오피스텔1305호(연제구 중앙대로1078) 8/21~9/10일 방문자는 보건소에서 상담바랍니다.,2020-09-11 14:14
2020-09-11,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-11 14:30
2020-09-11,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-11 14:30
2020-09-11,기타재난,기장군,"[기장군청]태풍 마이삭 및 하이선으로 인한 주택, 농경지 등(차량 및 동산 제외) 사유재산 피해신고는 해당 읍·면사무소로 9.16.(수)18시까지 신고바랍니다.",2020-09-11 15:06
2020-09-11,감염병 발생,북구,[북구청] 코로나19 확진자(부산-343) 추가 1명 발생부산-339의 접촉자로 동선은 역학조사 후 공개예정입니다.생활방역수칙과 사회적거리두기 준수 바랍니다.,2020-09-11 15:07
2020-09-11,감염병 발생,연제구,"[연제구청] 코로나 19 확진자 2명 발생, 동선은 역학조사중이며, 철저한 방역수칙 준수바랍니다.",2020-09-11 16:26
2020-09-11,감염병 발생,연제구,"[연제구청]감골한정식전문점(연제구월드컵대로111번길6-16)9/3 11:42~12:01,9/4 11:15~47분,9/7 11:33~43분 방문자보건소상담바랍니다.",2020-09-11 16:29
2020-09-11,감염병 발생,연제구,[연제구청] 뉴그랜드오피스텔 1305호(연제구 중앙대로1078) 8/21~9/10일 방문자는 보건소 상담바랍니다.,2020-09-11 16:30
2020-09-11,감염병 발생,금정구,"[금정구청]부산-337번 확진자의 동선 조사 결과, 모든 동선 마스크 착용, 접촉자 파악 완료되었으며 방문 동선 방역조치 완료 하였습니다.",2020-09-11 17:29
2020-09-11,감염병 발생,금정구,[금정구청]확진자의 이동경로 중 해당 공간(영업장 등) 내 모든 접촉자가 파악되고 방역 완료된 경우에는 중대본 지침에 따라 동선 미공개 됨을 알려 드립니다.,2020-09-11 17:36
2020-09-11,기타재난,해운대구,[해운대구청] 9.11.(금) 현재 올림픽교차로(동래 방향) 1차선 긴급 도로보수를 위해 차량통제 중이오니 우회하여 주시기 바랍니다.,2020-09-11 18:54
2020-09-12,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-12 11:00
2020-09-12,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-12 11:00
2020-09-12,기타재난,기장군,"[기장군청]태풍 마이삭 및 하이선으로 인한 주택, 농경지 등(차량 및 동산 제외) 사유재산 피해신고는 해당 읍·면사무소로 9.16.(수)18시까지 신고바랍니다.",2020-09-12 14:00
2020-09-12,감염병 발생,북구,[북구청]부산339번(북구19번) 확진자 동선 안내 ※부산 북구 공식블로그 blog.naver.com/bsbukgusns/222087478154,2020-09-12 14:28
2020-09-12,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청]뉴그랜드오피스텔1305호(연제구 중앙대로1078) 8/21-9/10일 방문자는 보건소에서 상담 받으시기 바랍니다.,2020-09-12 15:13
2020-09-12,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청]신종코로나 관련 택시동선을 부산시청 홈페이지에 게시하였으니 대상자는 보건소에서 상담 받으시기 바랍니다.,2020-09-12 15:14
2020-09-12,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-12 16:00
2020-09-12,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-12 16:01
2020-09-12,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청]뉴그랜드오피스텔1305호(연제구 중앙대로1078) 8/21-9/11일 방문자는 보건소에서 상담 받으시기 바랍니다.,2020-09-12 16:11
2020-09-13,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-13 10:50
2020-09-13,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-13 10:50
2020-09-13,기타재난,기장군,"[기장군청]태풍 마이삭 및 하이선으로 인한 주택, 농경지 등(차량 및 동산 제외) 사유재산 피해신고는 해당 읍·면사무소로 9.16.(수)18시까지 신고바랍니다.",2020-09-13 13:56
2020-09-13,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-13 16:01
2020-09-13,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-13 16:01
2020-09-13,감염병 발생,동래구,[동래구청](부산-345).25년 전통 원조 소문난 손칼국수(온천장로119번길 3) 9.9.(수)12:36~13:00 방문자는 보건소에서 상담 받으시기 바랍니다.,2020-09-13 19:25
2020-09-13,감염병 발생,동래구,[동래구청](부산-345). 스태프핫도그 홈플러스 동래점(중앙대로 1523) 9.9.(수)13:03~14:05 방문자는 보건소에서 상담 받으시기 바랍니다.,2020-09-13 19:25
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청] 감골한정식전문점(연제구 월드컵대로111번길 6-16, 1층) 9.8(화) 12:03~12:19 방문자는 보건소에서 상담바랍니다.",2020-09-14 10:28
2020-09-14,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-14 10:29
2020-09-14,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-14 10:29
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청] 25년전통 원조 소문난 손칼국수(온천장로119번길3) 9.9(수) 12:36~13:00 방문자는 보건소에서 상담바랍니다.,2020-09-14 10:29
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청] 스태프핫도그홈플러스 동래점(중앙대로1523) 9.9(수) 13:03~14:05 방문자는 보건소에서 상담바랍니다.,2020-09-14 10:30
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청] 내고향 추어탕(연제구 중앙대로1134번길11) 9.9(수) 11:45~12:30 방문자는 보건소에서 상담바랍니다.,2020-09-14 10:30
2020-09-14,기타재난,부산진구,"[부산진구청] 호리물산(부산진구 중앙대로743번길 19, 황진빌딩5층, 부전동) 9.3.~11. 방문자는 보건소 방문상담 바랍니다.",2020-09-14 13:26
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청] 소문난시장칼국수(연제구 거제시장로14번길 28, 연산동) 9.5. 17:10~17:28 방문자는 가까운 주소지 보건소에 방문상담바랍니다.",2020-09-14 13:51
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청] 블루클럽(동구 범일로 108, 범일동) 8.31. 17:16~17:30 방문자는 가까운 주소지 보건소에 방문상담바랍니다.",2020-09-14 13:52
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청] 우리돼지국밥(동구 초량로 27-1), 9.4. 16:55~18:39, 9.5. 17:15~18:15 방문자는 인근보건소에서 상담받으시기 바랍니다.",2020-09-14 13:52
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청] 지더블유하이테크글로벌(연제구 중앙대로1073, 705호, 연산동) 9.3.~9.11. 방문자는 가까운 주소지 보건소에 방문상담바랍니다.",2020-09-14 13:53
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청] 호리물산(부산진구 중앙대로743번길 19, 황진빌딩 5층, 부전동) 9.3.~9.11. 방문자는 가까운 주소지 보건소에 방문상담바랍니다.",2020-09-14 13:53
2020-09-14,감염병 발생,영도구,[영도구청] 연제구 소재 뉴그랜드 오피스텔 관련 영도구 확진자(2명)발생. 영도구민 여러분께서는 코로나19 예방을 위한 개인위생에 철저를 당부 드립니다.,2020-09-14 14:41
2020-09-14,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-14 15:01
2020-09-14,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-14 15:01
2020-09-14,감염병 발생,연제구,"[연제구청]지더블유하이테크글로벌(연제구 중앙대로1073, 705호, 연산동)9.3~9.11 방문자는 가까운 보건소에 방문 상담 바랍니다.",2020-09-14 15:38
2020-09-14,감염병 발생,연제구,"[연제구청]소문난시장칼국수(연제구 거제시장로14번길 28, 거제동)9.5. 17:10~17:28 방문자는 가까운 보건소 방문상담바랍니다.",2020-09-14 15:42
2020-09-14,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청] 소문난시장칼국수(연제구 거제시장로14번길 28, 거제동) 9.5. 17:10~17:28 방문자는 가까운 주소지 보건소에 방문상담바랍니다.",2020-09-14 17:47
2020-09-15,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-15 10:47
2020-09-15,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-15 10:47
2020-09-15,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-15 15:31
2020-09-15,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-15 15:31
2020-09-15,감염병 발생,북구,[북구청] 코로나19 확진자(부산-359) 추가 1명 발생동선은 역학조사 후 공개예정입니다.직전 확진자(부산-343)는 접촉자 및 동선없음.,2020-09-15 17:18
2020-09-16,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-16 10:50
2020-09-16,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-16 10:51
2020-09-16,감염병 발생,부산진구,"[부산진구청]호리물산(부전동)관련 확진자 6명발생. 부산진구 시민께서는 필히 마스크착용, 손씻기 등 방역수칙 준수바랍니다.",2020-09-16 14:03
2020-09-16,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-16 15:48
2020-09-16,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-16 15:49
2020-09-16,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]KTX 251열차(9.15.09:45 서울발 구포역도착12:34) 8호차 4D 승객은 인근 보건소에 상담받으시기 바랍니다.(열차 소독완료),2020-09-16 16:05
2020-09-16,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시청]아이에스동서(주)(영도구 봉래동 4가 69-1) 9.5. 11:15-13:00 구내식당 방문자는 가까운 주소지 보건소에서 상담받으시기 바랍니다.,2020-09-16 16:06
2020-09-16,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산광역시청]문삼이 수영점(수영구 무학로9번길 119, 1층) 2020.9.7. 오전5:48-10:13 방문자는 인근보건소에 상담받으시기 바랍니다.",2020-09-16 16:06
2020-09-16,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산광역시]83-1번(부산70자4911) 9.4.(금) 19:08~19:18(부전시장~국립부산국악원) 이용자분중 유증상자는 가까운 주소지 보건소에 상담바랍니다.,2020-09-16 16:07
2020-09-16,감염병 발생,수영구,"[수영구청] 문삼이 수영점(수영구 무학로9번길 119,1층) 2020.9.7. 오전 5:48~10:13 방문자는 인근보건소에 상담받으시기 바랍니다.",2020-09-16 16:16
2020-09-16,감염병 발생,수영구,[수영구청] 금일 동선공개된 문삼이 수영점(수영구)은 소독완료하였음. 마스크 착용 등 개인방역수칙을 준수바랍니다.,2020-09-16 16:25
2020-09-16,감염병 발생,영도구,[영도구청](부산-342 연제구 확진자 동선)아이에스동서(주)구내식당(영도구 봉래동4가 69-1[9.5.(토) 11:15~13:00]) ※해당시설 방역완료,2020-09-16 17:02
2020-09-16,감염병 발생,영도구,[영도구청] 동시간대 방문자는 영도구 보건소로 문의 후 방문하시기 바랍니다.,2020-09-16 17:03
2020-09-17,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-17 11:01
2020-09-17,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-17 11:01
2020-09-17,감염병 발생,연제구,"[연제구청]코로나19 확진자 관련하여 공개되는 모든 동선은 소독 완료 후 공개됩니다. 사회적 거리두기, 마스크 착용, 손 자주 씻기 등 방역수칙 준수 바랍니다.",2020-09-17 13:48
2020-09-17,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-17 15:50
2020-09-17,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-17 15:50
2020-09-17,감염병 발생,북구,[북구청] 코로나19 확진자(부산-362) 추가1명 발생동선은 역학조사 후 공개 예정입니다.직전 확진자(부산-359)는 접촉자 및 동선이 없음을 알려드립니다.,2020-09-17 18:06
2020-09-18,감염병 발생,연제구,"[연제구청] 코로나 19 확진자 1명 발생, 동선은 역학조사중이며, 철저한 방역수칙 준수바랍니다.",2020-09-18 9:23
2020-09-18,감염병 발생,부산진구,"[부산진구청]에메랄드스파24시 남탕(중앙대로 786, 3층 전포동) 9.10.(목)17:49~18:20 방문자는 인근보건소에 방문상담바랍니다",2020-09-18 10:00
2020-09-18,감염병 발생,부산진구,"[부산진구청]에메랄드스파24시 남탕(중앙대로 786, 3층 전포동) 9.11.(금)06:28~06:59 방문자는 인근보건소에 방문상담바랍니다",2020-09-18 10:01
2020-09-18,감염병 발생,부산진구,"[부산진구청]에메랄드스파24시 남탕(중앙대로 786, 3층 전포동) 9.12.(토)16:39~17:05 방문자는 인근보건소에 방문상담바랍니다",2020-09-18 10:01
2020-09-18,감염병 발생,부산진구,"[부산진구청] 에메랄드스파24시 남탕(중앙대로 786, 3층 전포동) 9.13.(일)07:37~08:16 방문자는 인근보건소에 방문상담바랍니다",2020-09-18 10:02
2020-09-18,감염병 발생,부산진구,"[부산진구청]에메랄드스파24시 남탕(중앙대로 786, 3층 전포동) 9.14.(월)06:29~07:01 방문자는 인근보건소에 방문상담바랍니다",2020-09-18 10:04
2020-09-18,감염병 발생,부산진구,"[부산진구청]에메랄드스파24시 남탕(중앙대로 786, 3층 전포동) 9.15.(화)06:45~07:12 방문자는 인근보건소에 방문상담바랍니다",2020-09-18 10:04
2020-09-18,감염병 발생,부산진구,"[부산진구청]에메랄드스파24시 남탕(중앙대로 786, 3층 전포동) 9.16.(수)06:21~07:00 방문자는 인근보건소에 방문상담바랍니다",2020-09-18 10:05
2020-09-18,감염병 발생,부산진구,"[부산진구청]죽이야기(부산진구 동성로 140, 1층 전포동) 9.5.(토)~9.16.(수) 방문자는 가까운 주소지 보건소 방문상담바랍니다",2020-09-18 10:09
2020-09-18,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-18 11:04
2020-09-18,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-18 11:04
2020-09-18,감염병 발생,부산진구,"[부산진구청]죽이야기 전포점(부산진구동성로140,1층전포동)9.5.(토)~9.16.(수) 방문자는 가까운 주소지 보건소방문상담바랍니다",2020-09-18 11:11
2020-09-18,감염병 발생,북구,"[북구청]코로나19 확진자(부산-364)추가1명 발생부산-362번 확진자의 접촉자로 동선은 역학조사 후 공개 예정.대면모임, 단체식사 자제 등 방역수칙 준수.",2020-09-18 14:43
2020-09-18,감염병 발생,북구,"[북구청]부산-362번 동선9.5~16. 죽이야기(부산진구 동성로 140, 1층)9.10~16. 에메랄드스파24시 남탕(부산진구 중앙대로 786, 3층)",2020-09-18 15:14
2020-09-18,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  1.외출시 마스크 착용 필수  2.필수적 사회경제 활동 외 모든 활동 자제,2020-09-18 15:58
2020-09-18,감염병 발생,기장군,[기장군 3단계 준하는 사회적 거리두기 4원칙 안내]  3.각종모임 및 행사참석 자제(10인 이상)  4.다중이용시설 방문 자제,2020-09-18 15:58
2020-09-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]대박집 (성건점)(경주시 화랑로 32) 9.11.(금)20:29-21:30 방문자 중 유증상자는 가까운 주소지 보건소에 상담바랍니다.,2020-09-18 16:07
2020-09-18,기타재난,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]추석연휴(9.30.~10.4.) 영락,추모공원은 전면폐쇄, 추석전후 사전예약제,온라인 성묘서비스를 이용바랍니다. ※ 영락,추모공원 홈페이지 참조",2020-09-18 16:17
2020-09-18,감염병 발생,연제구,"[연제구청] 보스짬뽕 연산점(연제구 월드컵대로 149 1층 한울빌딩, 연산동) 9.7 12:19~13:06분 방문자는 가까운 보건소 상담 바랍니다(소독완료).",2020-09-18 17:36
2020-09-18,감염병 발생,중구,[중구청] 2단계 사회적 거리두기가 당초 9.20에서 9.27 24시까지 연장되었습니다. 마스크 착용 등 방역수칙을 준수하시기 바랍니다.,2020-09-18 18:15
2020-09-19,감염병 발생,연제구,"[연제구청] 연제구 코로나 19 확진자 1명 추가 발생, 동선은 역학조사 중입니다. 사회적 거리두기, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-09-19 9:45
2020-09-19,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]보스짬뽕 연산점(연제구 월드컵대로 149, 1층 한울빌딩, 연산동, 소독완료) 9.7. 12:19~13:06 방문자는 가까운 보건소에 상담바랍니다.",2020-09-19 9:48
2020-09-19,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 달콤커피 (경주시 태종로699번길 3) 9.11.(금)13:45-16:07 방문자 중 유증상자는 가까운 주소지 보건소에 상담바랍니다.,2020-09-19 9:50
2020-09-19,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시] 죽이야기전포점(부산진구 동성로140,1층,전포동) 2020.9.5.(토)-9.16.(수) 방문자는 인근 보건소에 방문상담바랍니다.",2020-09-19 9:52
2020-09-19,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]에메랄드스파24시남탕(부산진구중앙대로786,3층)9/10(목)17:49-18:20,9/11(금)06:28-06:59,9/12(토)16:39-17:05",2020-09-19 10:24
